washington,1
adams,2
jefferson,3
madison,4
monroe,5
quincy,6
jackson,7
buren,8
tyler,9
polk,10
taylor,11
fillmore,12
pierce,13
buchanan,14
lincoln,15
johnson,16
grant,17
hayes,18
garfield,19
arthur,20
harrison,21
cleveland,22
mckinley,23
roosevelt,24
taft,25
wilson,26
harding,27
coolidge,28
hoover,29
truman,30
eisenhower,31
kennedy,32
johnson,33
nixon,34
ford,35
carter,36
reagan,37
clinton,38
bush,39
obama,40
trump,41
